tinh,ma tinh,huyen,ma huyen,xa,ma xa
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Lương (hết hiệu lực),1150761
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Ninh,1150745
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Phong,1150769
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Phúc (hết hiệu lực),1150759
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Quỳnh,1150701
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Sơn,1150723
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Thanh,1150767
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Trình,1150753
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Trường,1150737
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Tân (hết hiệu lực),1150711
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Việt,1150747
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Văn,1150749
Thái Bình,115,Huyện Thái Thụy,11507,Xã Thụy Xuân,1150751
Thái Bình,115,Huyện Thái Thụy,11507,Xã Tân Học,1150710
Thái Bình,115,Huyện Tiền Hải,11515,Thị trấn Tiền Hải,1151507
Thái Bình,115,Huyện Tiền Hải,11515,Xã An Ninh,1151565
Thái Bình,115,Huyện Tiền Hải,11515,Xã Bắc Hải,1151533
Thái Bình,115,Huyện Tiền Hải,11515,Xã Nam Chính,1151531
Thái Bình,115,Huyện Tiền Hải,11515,Xã Nam Cường,1151525
Thái Bình,115,Huyện Tiền Hải,11515,Xã Nam Hà,1151503
Thái Bình,115,Huyện Tiền Hải,11515,Xã Nam Hưng,1151541
Thái Bình,115,Huyện Tiền Hải,11515,Xã Nam Hải,1151517
Thái Bình,115,Huyện Tiền Hải,11515,Xã Nam Hồng,1151539
Thái Bình,115,Huyện Tiền Hải,11515,Xã Nam Phú,1151543
Thái Bình,115,Huyện Tiền Hải,11515,Xã Nam Thanh,1151515
Thái Bình,115,Huyện Tiền Hải,11515,Xã Nam Thắng,1151529
Thái Bình,115,Huyện Tiền Hải,11515,Xã Nam Thịnh,1151535
Thái Bình,115,Huyện Tiền Hải,11515,Xã Nam Trung,1151537
Thái Bình,115,Huyện Tiền Hải,11515,Xã Phương Công,1151521
Thái Bình,115,Huyện Tiền Hải,11515,Xã Tây An (hết hiệu lực),1151563
Thái Bình,115,Huyện Tiền Hải,11515,Xã Tây Giang,1151545
Thái Bình,115,Huyện Tiền Hải,11515,Xã Tây Lương,1151557
Thái Bình,115,Huyện Tiền Hải,11515,Xã Tây Ninh,1151505
Thái Bình,115,Huyện Tiền Hải,11515,Xã Tây Phong,1151501
Thái Bình,115,Huyện Tiền Hải,11515,Xã Tây Sơn (hết hiệu lực),1151567
Thái Bình,115,Huyện Tiền Hải,11515,Xã Tây Tiến,1151523
Thái Bình,115,Huyện Tiền Hải,11515,Xã Vân Trường,1151527
Thái Bình,115,Huyện Tiền Hải,11515,Xã Vũ Lăng,1151509
Thái Bình,115,Huyện Tiền Hải,11515,Xã Đông Cơ,1151569
Thái Bình,115,Huyện Tiền Hải,11515,Xã Đông Hoàng,1151559
Thái Bình,115,Huyện Tiền Hải,11515,Xã Đông Hải (hết hiệu lực),1151547
Thái Bình,115,Huyện Tiền Hải,11515,Xã Đông Long,1151551
Thái Bình,115,Huyện Tiền Hải,11515,Xã Đông Lâm,1151519
Thái Bình,115,Huyện Tiền Hải,11515,Xã Đông Minh,1151561
Thái Bình,115,Huyện Tiền Hải,11515,Xã Đông Phong,1151513
Thái Bình,115,Huyện Tiền Hải,11515,Xã Đông Quí,1151553
Thái Bình,115,Huyện Tiền Hải,11515,Xã Đông Trung,1151511
Thái Bình,115,Huyện Tiền Hải,11515,Xã Đông Trà,1151549
Thái Bình,115,Huyện Tiền Hải,11515,Xã Đông Xuyên,1151555
Thái Bình,115,Huyện Vũ Thư,11511,Thị trấn Vũ Thư,1151123
Thái Bình,115,Huyện Vũ Thư,11511,Xã Bách Thuận,1151145
Thái Bình,115,Huyện Vũ Thư,11511,Xã Duy Nhất,1151161
Thái Bình,115,Huyện Vũ Thư,11511,Xã Dũng Nghĩa,1151139
Thái Bình,115,Huyện Vũ Thư,11511,Xã Hiệp Hòa,1151127
Thái Bình,115,Huyện Vũ Thư,11511,Xã Hòa Bình,1151151
Thái Bình,115,Huyện Vũ Thư,11511,Xã Hồng Lý,1151101
Thái Bình,115,Huyện Vũ Thư,11511,Xã Hồng Phong,1151107
Thái Bình,115,Huyện Vũ Thư,11511,Xã Minh Khai,1151137
Thái Bình,115,Huyện Vũ Thư,11511,Xã Minh Lãng,1151103
Thái Bình,115,Huyện Vũ Thư,11511,Xã Minh Quang,1151141
Thái Bình,115,Huyện Vũ Thư,11511,Xã Nguyên Xá,1151111
Thái Bình,115,Huyện Vũ Thư,11511,Xã Phúc Thành,1151129
Thái Bình,115,Huyện Vũ Thư,11511,Xã Song An,1151121
Thái Bình,115,Huyện Vũ Thư,11511,Xã Song Lãng,1151115
Thái Bình,115,Huyện Vũ Thư,11511,Xã Tam Quang,1151119
Thái Bình,115,Huyện Vũ Thư,11511,Xã Trung An,1151149
Thái Bình,115,Huyện Vũ Thư,11511,Xã Tân Bình- chuyển về TP Thái Bình,1151117
Thái Bình,115,Huyện Vũ Thư,11511,Xã Tân Hòa,1151133
Thái Bình,115,Huyện Vũ Thư,11511,Xã Tân Lập,1151143
Thái Bình,115,Huyện Vũ Thư,11511,Xã Tân Phong,1151131
Thái Bình,115,Huyện Vũ Thư,11511,Xã Tự Tân,1151147
Thái Bình,115,Huyện Vũ Thư,11511,Xã Việt Hùng,1151135
Thái Bình,115,Huyện Vũ Thư,11511,Xã Việt Thuận,1151153
Thái Bình,115,Huyện Vũ Thư,11511,Xã Vũ Hội,1151105
Thái Bình,115,Huyện Vũ Thư,11511,Xã Vũ Tiến,1151109
Thái Bình,115,Huyện Vũ Thư,11511,Xã Vũ Vinh,1151155
Thái Bình,115,Huyện Vũ Thư,11511,Xã Vũ Vân,1151159
Thái Bình,115,Huyện Vũ Thư,11511,Xã Vũ Đoài,1151157
Thái Bình,115,Huyện Vũ Thư,11511,Xã Xuân Hòa,1151113
Thái Bình,115,Huyện Vũ Thư,11511,Xã Đồng Thanh,1151125
Thái Bình,115,Huyện Đông Hưng,11509,Thị trấn Đông Hưng,1150929
Thái Bình,115,Huyện Đông Hưng,11509,Xã An Châu,1150937
Thái Bình,115,Huyện Đông Hưng,11509,Xã Bạch Đằng (hết hiệu lực),1150921
Thái Bình,115,Huyện Đông Hưng,11509,Xã Chương Dương,1150903
Thái Bình,115,Huyện Đông Hưng,11509,Xã Hoa Lư (hết hiệu lực),1150965
Thái Bình,115,Huyện Đông Hưng,11509,Xã Hoa Nam (hết hiệu lực),1150907
Thái Bình,115,Huyện Đông Hưng,11509,Xã Hà Giang,1150902
Thái Bình,115,Huyện Đông Hưng,11509,Xã Hồng Bạch,1150995
Thái Bình,115,Huyện Đông Hưng,11509,Xã Hồng Châu (hết hiệu lực),1150973
Thái Bình,115,Huyện Đông Hưng,11509,Xã Hồng Giang,1150977
Thái Bình,115,Huyện Đông Hưng,11509,Xã Hồng Việt,1150955
Thái Bình,115,Huyện Đông Hưng,11509,Xã Hợp Tiến,1150953
Thái Bình,115,Huyện Đông Hưng,11509,Xã Liên Giang,1150935
Thái Bình,115,Huyện Đông Hưng,11509,Xã Liên Hoa,1150997
Thái Bình,115,Huyện Đông Hưng,11509,Xã Lô Giang,1150945
Thái Bình,115,Huyện Đông Hưng,11509,Xã Minh Châu (hết hiệu lực),1150967
Thái Bình,115,Huyện Đông Hưng,11509,Xã Minh Phú,1150999
Thái Bình,115,Huyện Đông Hưng,11509,Xã Minh Tân,1150911
Thái Bình,115,Huyện Đông Hưng,11509,Xã Mê Linh,1150943
Thái Bình,115,Huyện Đông Hưng,11509,Xã Nguyên Xá,1150951
Thái Bình,115,Huyện Đông Hưng,11509,Xã Phong Châu,1150913
Thái Bình,115,Huyện Đông Hưng,11509,Xã Phú Châu,1150905
Thái Bình,115,Huyện Đông Hưng,11509,Xã Phú Lương,1150941
Thái Bình,115,Huyện Đông Hưng,11509,Xã Thăng Long,1150963
Thái Bình,115,Huyện Đông Hưng,11509,Xã Trọng Quan,1150975
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đô Lương,1150931
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Các,1150917
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Cường,1150939
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Dương,1150987
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Giang (hết hiệu lực),1150915
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Hoàng,1150985
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Huy (hết hiệu lực),1150909
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Hà (hết hiệu lực),1150957
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Hợp,1150961
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Kinh,1150959
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông La,1150947
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Lĩnh (hết hiệu lực),1150925
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Mỹ- Đã chuyển về TP Thái Bình,1150927
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Phong (hết hiệu lực),1150923
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Phương,1150933
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Quan,1150993
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Quang,1150979
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Sơn,1150901
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Thọ - Đã chuyển về TP Thái Bình,1150989
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Tân,1150919
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Vinh,1150969
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Xuân,1150981
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Xá,1150949
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông á,1150983
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đông Động,1150971
Thái Bình,115,Huyện Đông Hưng,11509,Xã Đồng Phú (hết hiệu lực),1150991
Thái Bình,115,Thành phố Thái Bình,11501,Phường Bồ Xuyên,1150103
Thái Bình,115,Thành phố Thái Bình,11501,Phường Hoàng Diệu,1150115
Thái Bình,115,Thành phố Thái Bình,11501,Phường Kỳ Bá,1150107
Thái Bình,115,Thành phố Thái Bình,11501,Phường Lê Hồng Phong,1150101
Thái Bình,115,Thành phố Thái Bình,11501,Phường Phú Khánh,1150111
Thái Bình,115,Thành phố Thái Bình,11501,Phường Quang Trung,1150109
Thái Bình,115,Thành phố Thái Bình,11501,Phường Tiền Phong,1150117
Thái Bình,115,Thành phố Thái Bình,11501,Phường Trần Hưng Đạo,1150127
Thái Bình,115,Thành phố Thái Bình,11501,Phường Trần Lãm,1150121
Thái Bình,115,Thành phố Thái Bình,11501,Phường Đề Thám,1150105
Thái Bình,115,Thành phố Thái Bình,11501,Xã Phú Xuân,1150119
Thái Bình,115,Thành phố Thái Bình,11501,Xã Tân Bình,1150133
Thái Bình,115,Thành phố Thái Bình,11501,Xã Vũ Chính,1150123
Thái Bình,115,Thành phố Thái Bình,11501,Xã Vũ Lạc,1150135
Thái Bình,115,Thành phố Thái Bình,11501,Xã Vũ Phúc,1150125
Thái Bình,115,Thành phố Thái Bình,11501,Xã Vũ Đông,1150137
Thái Bình,115,Thành phố Thái Bình,11501,Xã Đông Hòa,1150113
Thái Bình,115,Thành phố Thái Bình,11501,Xã Đông Mỹ,1150131
Thái Bình,115,Thành phố Thái Bình,11501,Xã Đông Thọ,1150129
Thái Nguyên,215,Huyện Phú Bình,21515,Thị trấn Hương Sơn,2151501
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Bàn Đạt,2151531
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Bảo Lý,2151509
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Dương Thành,2151525
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Hà Châu,2151541
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Kha Sơn,2151539
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Lương Phú,2151519
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Nga My,2151521
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Nhã Lộng,2151513
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Thanh Ninh,2151523
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Thượng Đình,2151511
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Tân Hòa,2151535
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Tân Khánh,2151503
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Tân Kim,2151505
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Tân Thành,2151533
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Tân Đức,2151517
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Xuân Phương,2151537
Thái Nguyên,215,Huyện Phú Bình,21515,Xã úc Kỳ,2151529
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Điềm Thụy,2151515
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Đào Xá,2151507
Thái Nguyên,215,Huyện Phú Bình,21515,Xã Đồng Liên (hết hiệu lực),2151527
Thái Nguyên,215,Huyện Phú Lương,21509,Thị trấn Giang Tiên,2150903
Thái Nguyên,215,Huyện Phú Lương,21509,Thị trấn Đu,2150925
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Cổ Lũng,2150921
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Hợp Thành,2150915
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Phú Đô,2150929
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Phấn Mễ,2150931
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Phủ Lý,2150913
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Sơn Cẩm (hết hiệu lực),2150901
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Tức Tranh,2150917
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Vô Tranh,2150919
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Yên Lạc,2150927
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Yên Ninh,2150905
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Yên Trạch,2150923
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Yên Đổ,2150907
Thái Nguyên,215,Huyện Phú Lương,21509,Xã ôn Lương,2150909
Thái Nguyên,215,Huyện Phú Lương,21509,Xã Động Đạt,2150911
Thái Nguyên,215,Huyện Võ Nhai,21507,Thị trấn Đình Cả,2150701
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Bình Long,2150719
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Cúc Đường,2150721
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Dân Tiến,2150729
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã La Hiên,2150711
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Liên Minh,2150717
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Lâu Thượng,2150727
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Nghinh Tường,2150703
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Phú Thượng,2150709
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Phương Giao,2150715
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Sảng Mộc,2150723
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Thượng Nung,2150725
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Thần Xa,2150705
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Tràng Xá,2150713
Thái Nguyên,215,Huyện Võ Nhai,21507,Xã Vũ Chấn,2150707
Thái Nguyên,215,Huyện Đại Từ,21513,Thị trấn Hùng Sơn,2151301
Thái Nguyên,215,Huyện Đại Từ,21513,Thị trấn Quân Chu,2151303
Thái Nguyên,215,Huyện Đại Từ,21513,Xã An Khánh,2151329
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Bình Thuận,2151331
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Bản Ngoại,2151319
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Cát Nê,2151339
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Cù Vân,2151343
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Hoàng Nông,2151325
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Hà Thượng,2151323
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Hùng Sơn (Hết hiệu lực),2151321
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Khôi Kỳ,2151327
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Ký Phú,2151337
Thái Nguyên,215,Huyện Đại Từ,21513,Xã La Bằng,2151355
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Lục Ba,2151333
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Minh Tiến,2151305
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Mỹ Yên,2151335
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Na Mao,2151309
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Phú Cường,2151349
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Phú Lạc,2151311
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Phú Thịnh,2151351
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Phú Xuyên,2151317
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Phúc Lương,2151347
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Phục Linh,2151315
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Quân Chu,2151361
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Tiên Hội,2151353
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Tân Linh,2151313
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Tân Thái,2151357
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Văn Yên,2151345
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Vạn Thọ,2151359
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Yên Lãng,2151341
Thái Nguyên,215,Huyện Đại Từ,21513,Xã Đức Lương,2151307
Thái Nguyên,215,Huyện Định Hoá,21505,Thị trấn Chợ Chu,2150501
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Bình Thành,2150531
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Bình Yên,2150545
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Bảo Cường,2150515
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Bảo Linh,2150539
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Bộc Nhiêu,2150527
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Kim Phượng,2150507
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Kim Sơn (hết hiệu lực),2150509
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Lam Vỹ,2150537
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Linh Thông,2150533
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Phú Tiến,2150525
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Phú Đình,2150529
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Phúc Chu,2150511
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Phượng Tiến,2150513
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Quy Kỳ,2150503
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Sơn Phú,2150547
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Thanh Định,2150535
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Trung Hội,2150519
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Trung Lương,2150521
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Tân Dương,2150541
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Tân Thịnh,2150505
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Điềm Mặc,2150523
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Định Biên,2150543
Thái Nguyên,215,Huyện Định Hoá,21505,Xã Đồng Thịnh,2150517
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Thị trấn Chùa Hang (hết hiệu lực),2151103
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Thị trấn Sông Cầu,2151101
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Thị trấn Trại Cau,2151105
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Cây Thị,2151119
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Huống Thượng (hết hiệu lực),2151129
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Hòa Bình,2151131
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Hóa Thượng,2151121
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Hóa Trung,2151135
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Hợp Tiến,2151123
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Khe Mo,2151117
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Linh Sơn (hết hiệu lực),2151125
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Minh Lập,2151113
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Nam Hòa,2151139
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Quang Sơn,2151111
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Tân Long,2151109
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Tân Lợi,2151133
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Văn Hán,2151115
Thái Nguyên,215,Huyện Đồng Hỷ,21511,Xã Văn Lăng,2151107
Thái Nguyên,215,Thành Phố Sông Công,21503,Phường Bách Quang,2150319
Thái Nguyên,215,Thành Phố Sông Công,21503,Phường Châu Sơn,2150323
Thái Nguyên,215,Thành Phố Sông Công,21503,Phường Cải Đan,2150305
Thái Nguyên,215,Thành Phố Sông Công,21503,Phường Lương Châu (hết hiệu lực),2150301
Thái Nguyên,215,Thành Phố Sông Công,21503,Phường Lương Sơn,2150321
Thái Nguyên,215,Thành Phố Sông Công,21503,Phường Mỏ Chè,2150303
Thái Nguyên,215,Thành Phố Sông Công,21503,Phường Phố Cò,2150307
Thái Nguyên,215,Thành Phố Sông Công,21503,Phường Thắng Lợi,2150315
Thái Nguyên,215,Thành Phố Sông Công,21503,Xã Bá Xuyên,2150313
Thái Nguyên,215,Thành Phố Sông Công,21503,Xã Bình Sơn,2150317
Thái Nguyên,215,Thành Phố Sông Công,21503,Xã Tân Quang,2150311
Thái Nguyên,215,Thành Phố Sông Công,21503,Xã Vinh Sơn (hết hiệu lực),2150309
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Cam Giá,2150145
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Chùa Hang,2150157
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Gia Sàng,2150115
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Hoàng Văn Thụ,2150103
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Hương Sơn,2150119
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Phan Đình Phùng,2150143
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Phú Xá,2150137
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Quan Triều,2150135
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Quang Trung,2150107
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Quang Vinh,2150101
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Thịnh Đán,2150111
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Trung Thành,2150121
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Trưng Vương,2150105
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Tân Long,2150123
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Tân Lập,2150117
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Tân Thành,2150147
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Tân Thịnh,2150109
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Tích Lương,2150133
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Túc Duyên,2150141
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Đồng Bẩm,2150153
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Phường Đồng Quang,2150113
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Cao Ngạn,2150155
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Huống Thượng,2150161
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Linh Sơn,2150163
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Lương Sơn (hết hiệu lực),2150151
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Phúc Hà,2150125
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Phúc Trìu,2150129
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Phúc Xuân,2150127
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Quyết Thắng,2150149
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Sơn Cẩm,2150165
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Thịnh Đức,2150131
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Tân Cương,2150139
Thái Nguyên,215,Thành phố Thái Nguyên,21501,Xã Đồng Liên,2150159
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Phường Ba Hàng,2151729
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Phường Bãi Bông,2151701
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Phường Bắc Sơn,2151703
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Phường Đồng Tiến,2151727
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Hồng Tiến,2151709
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Minh Đức,2151711
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Nam Tiến,2151717
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Phúc Thuận,2151707
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Phúc Tân,2151705
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Thuận Thành,2151725
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Thành Công,2151713
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Tiên Phong,2151715
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Trung Thành,2151735
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Tân Hương,2151719
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Tân Phú,2151723
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Vạn Phái,2151733
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Đông Cao,2151721
Thái Nguyên,215,Thị Xã Phổ Yên,21517,Xã Đắc Sơn,2151731
Thừa Thiên - Huế,411,Huyện A Lưới,41115,Thị trấn A Lưới,4111539
Thừa Thiên - Huế,411,Huyện A Lưới,41115,Xã A Ngo,4111515
