,Công ty 1,Thông tin hoá đơn,Công ty 2,Tên quốc tế,Mã số thuế,Địa chỉ,Người đại diện,Điện thoại,Ngày hoạt động,Quản lý bởi,Loại hình DN,Tình trạng,Ngành nghề kinh doanh,Tên viết tắt
733,4100446878 - CÔNG TY TRÁCH NHIỆM HỮU HẠN HUY TÙNG PHÚ,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH MỘT THÀNH VIÊN IN NHÂN DÂN BÌNH ĐỊNH.,4100259476 - CÔNG TY TNHH MỘT THÀNH VIÊN IN NHÂN DÂN BÌNH ĐỊNH,"BINHDINH NHANDAN PRINTING CO.,LTD",4100259476,"Số 339-341 đường Trần Hưng Đạo, Phường Trần Hưng Đạo, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",NGUYỄN NGỌC ANH,0256 3822 543 - 381,2010-07-16,Cục Thuế Tỉnh Bình Định,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,CÔNG TY IN NHÂN DÂN BÌNH ĐỊNH
734,4100300283 - DOANH NGHIỆP TƯ NHÂN ANH KHA,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của TỔNG CÔNG TY VIỄN THÔNG MOBIFONE.,0100686209 - TỔNG CÔNG TY VIỄN THÔNG MOBIFONE,MOBIFONE CORPORATION,0100686209,"Số 01 phố Phạm Văn Bạch, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","TÔ MẠNH CƯỜNG
Ngoài ra TÔ MẠNH CƯỜNG còn đại diện các doanh nghiệp:
ĐỊA ĐIỂM KINH DOANH CHI NHÁNH THÔNG TIN DI ĐỘNG LÂM ĐỒNG – CÔNG TY THÔNG TIN DI ĐỘNG - TRUNG TÂM GIAO DỊCH PHAN CHU TRINH
ĐỊA ĐIỂM KINH DOANH CHI NHÁNH THÔNG TIN DI ĐỘNG LÂM ĐỒNG – CÔNG TY THÔNG TIN DI ĐỘNG - TRUNG TÂM GIAO DỊCH LỘC PHÁT
CỬA HÀNG 563 ĐƯỜNG TÔN ĐỨC THẮNG - CÔNG TY THÔNG TIN DI ĐỘNG - CHI NHÁNH ĐÀ NẴNG
CỬA HÀNG 282 ĐƯỜNG TRƯNG NỮ VƯƠNG - CÔNG TY THÔNG TIN DI ĐỘNG - CHI NHÁNH ĐÀ NẴNG
ĐỊA ĐIỂM KINH DOANH MOBIFONE TỈNH LÂM ĐỒNG - CHI NHÁNH CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 8 - CỬA HÀNG MOBIFONE ĐƠN DƯƠNG
CỬA HÀNG 167 NGUYỄN CHÍ THANH - MOBIFONE THÀNH PHỐ ĐÀ NẴNG 1
CỬA HÀNG 153 -155 ĐƯỜNG NGUYỄN VĂN LINH - MOBIFONE THÀNH PHỐ ĐÀ NẴNG 1
CỬA HÀNG 437 LÊ DUẨN - MOBIFONE THÀNH PHỐ ĐÀ NẴNG 1
ĐỊA ĐIỂM KINH DOANH MOBIFONE TỈNH LÂM ĐỒNG – CHI NHÁNH CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 8 - CỬA HÀNG MOBIFONE ĐỨC TRỌNG
ĐỊA ĐIỂM KINH DOANH MOBIFONE TỈNH LÂM ĐỒNG – CHI NHÁNH CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 8 - CỬA HÀNG MOBIFONE LÂM HÀ
ĐỊA ĐIỂM KINH DOANH MOBIFONE TỈNH LÂM ĐỒNG – CHI NHÁNH CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 8 - CỬA HÀNG MOBIFONE ĐAM RÔNG
ĐỊA ĐIỂM KINH DOANH MOBIFONE TỈNH LÂM ĐỒNG – CHI NHÁNH CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 8 - CỬA HÀNG MOBIFONE LẠC DƯƠNG
ĐỊA ĐIỂM KINH DOANH MOBIFONE TỈNH LÂM ĐỒNG – CHI NHÁNH CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 8 - CỬA HÀNG MOBIFONE DI LINH
ĐỊA ĐIỂM KINH DOANH MOBIFONE TỈNH LÂM ĐỒNG – CHI NHÁNH CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 8 - CỬA HÀNG MOBIFONE ĐẠ TẺH
ĐỊA ĐIỂM KINH DOANH MOBIFONE TỈNH LÂM ĐỒNG – CHI NHÁNH CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 8 - CỬA HÀNG MOBIFONE ĐẠ HUOAI
ĐỊA ĐIỂM KINH DOANH MOBIFONE TỈNH LÂM ĐỒNG – CHI NHÁNH CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 8 - CỬA HÀNG MOBIFONE CÁT TIÊN
ĐỊA ĐIỂM KINH DOANH MOBIFONE TỈNH LÂM ĐỒNG – CHI NHÁNH CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 8 - CỬA HÀNG MOBIFONE BẢO LÂM
MOBIFONE - KIỂM THỬ HĐĐT KHÔNG MÃ",Bị ẩn theo yêu cầu người dùng,2010-09-20,Cục thuế Doanh nghiệp lớn,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Hoạt động viễn thông không dây,MOBIFONE
735,4101182730 - CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI VÀ DỊCH VỤ ĐỒNG HẠNH,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH MỘT THÀNH VIÊN IN NHÂN DÂN BÌNH ĐỊNH.,4100259476 - CÔNG TY TNHH MỘT THÀNH VIÊN IN NHÂN DÂN BÌNH ĐỊNH,"BINHDINH NHANDAN PRINTING CO.,LTD",4100259476,"Số 339-341 đường Trần Hưng Đạo, Phường Trần Hưng Đạo, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",NGUYỄN NGỌC ANH,0256 3822 543 - 381,2010-07-16,Cục Thuế Tỉnh Bình Định,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,CÔNG TY IN NHÂN DÂN BÌNH ĐỊNH
736,4100568234 - CÔNG TY TNHH TIN HỌC VIỄN THÔNG THANH TRỰC P.T.T,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH MỘT THÀNH VIÊN IN NHÂN DÂN BÌNH ĐỊNH.,4100259476 - CÔNG TY TNHH MỘT THÀNH VIÊN IN NHÂN DÂN BÌNH ĐỊNH,"BINHDINH NHANDAN PRINTING CO.,LTD",4100259476,"Số 339-341 đường Trần Hưng Đạo, Phường Trần Hưng Đạo, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",NGUYỄN NGỌC ANH,0256 3822 543 - 381,2010-07-16,Cục Thuế Tỉnh Bình Định,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,CÔNG TY IN NHÂN DÂN BÌNH ĐỊNH
737,4100627264 - CÔNG TY TNHH SẢN XUẤT - THƯƠNG MẠI - DỊCH VỤ THANH DUYÊN,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH VIỆT NHUNG.,4100540207 - CÔNG TY TNHH VIỆT NHUNG,VIETNHUNG COMPANY LIMITED,4100540207,"Số 75 đường Phó Đức Chính, Phường Lê Hồng Phong, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",Nguyễn Thị Hồng Vân,0256 3815902,2004-09-27,Chi cục Thuế Thành phố Quy Nhơn,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,"V.N.CO., LTD"
738,4100482964 - CÔNG TY TNHH TƯ VẤN TM & DV THANH TÂM,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN MISA.,0101243150 - CÔNG TY CỔ PHẦN MISA,MISA JOINT STOCK COMPANY,0101243150,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY
Ngoài ra LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN MISA TẠI THÀNH PHỐ BUÔN MA THUỘT TỈNH ĐẮK LẮK
CÔNG TY CỔ PHẦN MISA
MISA - KIỂM THỬ HĐĐT KHÔNG MÃ
MISA - KIỂM THỬ HĐĐT CÓ MÃ",Bị ẩn theo yêu cầu người dùng,2002-04-22,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,MISA JSC
739,4100532943 - CÔNG TY TNHH QUỐC KHÁNH,Doanh nghiệp đang sử dụng HOÁ ĐƠN TỰ IN.,,,,,,,,,,,,
740,0100111948-007 - NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN CÔNG THƯƠNG VIỆT NAM - CHI NHÁNH LẠNG SƠN,Doanh nghiệp đang sử dụng HOÁ ĐƠN TỰ IN.,,,,,,,,,,,,
741,6100772089 - TRƯỜNG THPT LƯƠNG THẾ VINH,,,,,,,,,,,,,
742,6100246537 - CÔNG TY CỔ PHẦN THỦY ĐIỆN VRG NGỌC LINH,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH IN KIẾN.VN.,0400491306 - CÔNG TY TNHH IN KIẾN.VN,KIEN.VN PRINTING COMPANY LIMITED,0400491306,"08 Ngô Gia Tự, Phường Thạch Thang, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam","NGUYỄN HÒA
Ngoài ra NGUYỄN HÒA còn đại diện các doanh nghiệp:
XƯỞNG IN - CÔNG TY TNHH IN KIẾN.VN",02363 501 112,2005-05-24,Cục Thuế TP Đà Nẵng,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Quảng cáo,
743,6100468522 - UỶ BAN MẶT TRẬN TỔ QUỐC VIỆT NAM HUYỆN ĐĂKGLEI,,,,,,,,,,,,,
744,6101221214-007 - CHI NHÁNH VĂN PHÒNG ĐĂNG KÝ ĐẤT ĐAI HUYỆN ĐĂK GLEI,,,,,,,,,,,,,
745,6101162720 - DOANH NGHIỆP TƯ NHÂN NGỌC HÙNG ĐĂKGLEI,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM.,6100190404 - CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM,KONTUM PRINTING AND PACKAGING JOINT STOCK COMPANY,6100190404,"Số nhà 41, Đường Trần Hưng Đạo, Phường Thống Nhất, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",Huỳnh Thị Kim Chi ( sinh năm 1971 - Quảng Nam) Ẩn thông tin,0603862557,2006-06-01,Cục Thuế Tỉnh Kon Tum,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,KON TUM P&P JSC
746,6100238208 - CÔNG TY TNHH MỘT THÀNH VIÊN XUÂN TIẾN,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TRÁCH NHIỆM HỮU HẠN IN QUẢNG CÁO SAO ĐÔNG PHƯƠNG.,6100268636 - CÔNG TY TRÁCH NHIỆM HỮU HẠN IN QUẢNG CÁO SAO ĐÔNG PHƯƠNG,,6100268636,"Số nhà 120, Đường Hùng Vương, Phường Quang Trung, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",NGUYỄN TRÍ PHƯƠNG,0603865590,2008-10-03,Chi cục Thuế Thành phố Kon Tum,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Quảng cáo,CTY TNHH IN QUẢNG CÁO SAO ĐÔNG PHƯƠNG
747,6101162992 - CÔNG TY TNHH MỘT THÀNH VIÊN HIỆP PHONG ĐĂKGLEI,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH TẦM NHÌN SỐ KON TUM.,6101020726 - CÔNG TY TNHH TẦM NHÌN SỐ KON TUM,TAM NHIN SO KON TUM COMPANY LIMITED,6101020726,"Lô 6, Làng nghề Hnor, Tổ 2, Phường Lê Lợi, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",ĐỖ KHẮC ĐƯỜNG,,2011-10-25,Chi cục Thuế Thành phố Kon Tum,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Tạm nghỉ kinh doanh có thời hạn,In ấn,"TAM NHIN SO KON TUM CO,; LTD"
748,6100223152 - CÔNG TY TRÁCH NHIỆM HỮU HẠN ĐỔI MỚI,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM.,6100190404 - CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM,KONTUM PRINTING AND PACKAGING JOINT STOCK COMPANY,6100190404,"Số nhà 41, Đường Trần Hưng Đạo, Phường Thống Nhất, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",Huỳnh Thị Kim Chi ( sinh năm 1971 - Quảng Nam) Ẩn thông tin,0603862557,2006-06-01,Cục Thuế Tỉnh Kon Tum,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,KON TUM P&P JSC
749,6101211294 - CÔNG TY TNHH MTV VẬT LIỆU XÂY DỰNG ĐĂK GLEI,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN CÔNG THÀNH.,0401515888 - CÔNG TY CỔ PHẦN IN CÔNG THÀNH,CONG THANH PRINTING JOINT STOCK COMPANY,0401515888,"302 Hải Phòng, Phường Tân Chính, Quận Thanh Khê, Thành phố Đà Nẵng, Việt Nam","NGUYỄN KIM THÀNH
Ngoài ra NGUYỄN KIM THÀNH còn đại diện các doanh nghiệp:
DOANH NGHIỆP TN THÀNH NHƠN (TB SỐ 5390 NGÀY 16/12/2009 CỦA CCT QUẬN HẢI CHÂU NGƯỜI NỘP THUẾ NGỪNG HOẠT ĐỘNG)",02363574159 - 388,2012-10-22,Cục Thuế TP Đà Nẵng,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,
750,6100219290 - CÔNG TY TRÁCH NHIỆM HỮU HẠN TÂN TÂN PHÁT,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TRÁCH NHIỆM HỮU HẠN IN QUẢNG CÁO SAO ĐÔNG PHƯƠNG.,6100268636 - CÔNG TY TRÁCH NHIỆM HỮU HẠN IN QUẢNG CÁO SAO ĐÔNG PHƯƠNG,,6100268636,"Số nhà 120, Đường Hùng Vương, Phường Quang Trung, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",NGUYỄN TRÍ PHƯƠNG,0603865590,2008-10-03,Chi cục Thuế Thành phố Kon Tum,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Quảng cáo,CTY TNHH IN QUẢNG CÁO SAO ĐÔNG PHƯƠNG
751,6100390033 - CÔNG TY TNHH MỘT THÀNH VIÊN VŨ QUỲNH,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUẢNG CÁO & IN ẤN MẾN MỸ.,0400622809 - CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUẢNG CÁO & IN ẤN MẾN MỸ,,0400622809,"K110/12 Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Thành phố Đà Nẵng, Việt Nam",Phan Mến,0511 3692765,2008-05-12,Cục Thuế TP Đà Nẵng,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,
752,5900182337-001 - CHI NHÁNH XĂNG DẦU KONTUM,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XĂNG DẦU BẮC TÂY NGUYÊN.,5900182337 - CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XĂNG DẦU BẮC TÂY NGUYÊN,PETROLIMEX GIA LAI CO.;LTD,5900182337,"274 Lê Duẩn, Phường Trà Bá, Thành phố Pleiku, Tỉnh Gia Lai, Việt Nam",BÙI NGHĨA THẢO,0269 3824195,1994-06-01,Cục Thuế Tỉnh Gia Lai,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",PETROLIMEX GIALAI
753,6100332994 - CÔNG TY TRÁCH NHIỆM HỮU HẠN TÂN BÌNH,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM.,6100190404 - CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM,KONTUM PRINTING AND PACKAGING JOINT STOCK COMPANY,6100190404,"Số nhà 41, Đường Trần Hưng Đạo, Phường Thống Nhất, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",Huỳnh Thị Kim Chi ( sinh năm 1971 - Quảng Nam) Ẩn thông tin,0603862557,2006-06-01,Cục Thuế Tỉnh Kon Tum,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,KON TUM P&P JSC
754,6100254954 - DOANH NGHIỆP TƯ NHÂN QUỐC THỊNH,,,,,,,,,,,,,
755,6100186334 - XÍ NGHIỆP XÂY DỰNG ĐỨC TIẾN (DNTN),Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM.,6100190404 - CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM,KONTUM PRINTING AND PACKAGING JOINT STOCK COMPANY,6100190404,"Số nhà 41, Đường Trần Hưng Đạo, Phường Thống Nhất, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",Huỳnh Thị Kim Chi ( sinh năm 1971 - Quảng Nam) Ẩn thông tin,0603862557,2006-06-01,Cục Thuế Tỉnh Kon Tum,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,KON TUM P&P JSC
756,0106869738-050 - TRUNG TÂM KINH DOANH VNPT - KON TUM - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN DỊCH VỤ VIỄN THÔNG VÀ IN BƯU ĐIỆN .,0100687474 - CÔNG TY CỔ PHẦN DỊCH VỤ VIỄN THÔNG VÀ IN BƯU ĐIỆN,POST PRINTING AND TELECOMMUNICATION SERVICES JOINT STOCK COMPANY,0100687474,"Số 564, đường Nguyễn Văn Cừ, Phường Gia Thuỵ, Quận Long Biên, Thành phố Hà Nội, Việt Nam",NGÔ MẠNH HÙNG ( sinh năm 1976 - Thái Bình) Ẩn thông tin,Bị ẩn theo yêu cầu người dùng,2004-12-14,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Hoạt động viễn thông khác,"PTP .,JSC"
757,6100399942 - DOANH NGHIỆP TƯ NHÂN HOÀNG QUẢNG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM.,6100190404 - CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM,KONTUM PRINTING AND PACKAGING JOINT STOCK COMPANY,6100190404,"Số nhà 41, Đường Trần Hưng Đạo, Phường Thống Nhất, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",Huỳnh Thị Kim Chi ( sinh năm 1971 - Quảng Nam) Ẩn thông tin,0603862557,2006-06-01,Cục Thuế Tỉnh Kon Tum,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,KON TUM P&P JSC
758,6100255884 - DOANH NGHIỆP TƯ NHÂN THƯƠNG MẠI THIỆN NGÂN,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM.,6100190404 - CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM,KONTUM PRINTING AND PACKAGING JOINT STOCK COMPANY,6100190404,"Số nhà 41, Đường Trần Hưng Đạo, Phường Thống Nhất, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",Huỳnh Thị Kim Chi ( sinh năm 1971 - Quảng Nam) Ẩn thông tin,0603862557,2006-06-01,Cục Thuế Tỉnh Kon Tum,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,KON TUM P&P JSC
759,6101179523 - UBND XÃ ĐĂK KROONG,,,,,,,,,,,,,
760,6100344206 - DOANH NGHIỆP TƯ NHÂN VŨ HÒA,,,,,,,,,,,,,
761,6100248044-005 - BƯU ĐIỆN HUYỆN ĐĂK GLEI - BƯU ĐIỆN TỈNH KON TUM,,,,,,,,,,,,,
762,6100102101 - VIỄN THÔNG KON TUM (CHI NHÁNH TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM),Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH).,0106869738 - TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH),VNPT VINAPHONE CORPORATION,0106869738,"Tòa nhà VNPT, số 57 phố Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam","NGUYỄN TRƯỜNG GIANG
Ngoài ra NGUYỄN TRƯỜNG GIANG còn đại diện các doanh nghiệp:
TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG",84 - 2433992288,2015-06-11,Cục thuế Doanh nghiệp lớn,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Bán buôn thiết bị và linh kiện điện tử, viễn thông",VNPT - VINAPHONE
763,6100423627 - HUYỆN UỶ NGỌC HỒI,,,,,,,,,,,,,
764,6100143450-004 - CHI CỤC THUẾ HUYỆN NGỌC HỒI,Doanh nghiệp đang sử dụng HOÁ ĐƠN TỰ IN.,,,,,,,,,,,,
765,6100302534 - KHO BẠC NHÀ NƯỚC HUYỆN NGỌC HỒI,,,,,,,,,,,,,
766,6100302365 - HẠT KIỂM LÂM NGỌC HỒI,,,,,,,,,,,,,
767,6100300600 - HỘI NÔNG DÂN HUYỆN NGỌC HỒI,,,,,,,,,,,,,
768,6100302340 - PHÒNG VĂN HÓA VÀ THÔNG TIN,,,,,,,,,,,,,
769,6100470401 - TRƯỜNG PHỔ THÔNG DÂN TỘC NỘI TRÚ NGỌC HỒI,,,,,,,,,,,,,
770,6100300738 - TRUNG TÂM Y TẾ HUYỆN NGỌC HỒI,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN MISA.,0101243150 - CÔNG TY CỔ PHẦN MISA,MISA JOINT STOCK COMPANY,0101243150,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY
Ngoài ra LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN MISA TẠI THÀNH PHỐ BUÔN MA THUỘT TỈNH ĐẮK LẮK
CÔNG TY CỔ PHẦN MISA
MISA - KIỂM THỬ HĐĐT KHÔNG MÃ
MISA - KIỂM THỬ HĐĐT CÓ MÃ",Bị ẩn theo yêu cầu người dùng,2002-04-22,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,MISA JSC
771,6100300488 - BẢO HIỂM XÃ HỘI,,,,,,,,,,,,,
772,6100594654 - VĂN PHÒNG ĐĂNG KÝ QUYỀN SỬ DỤNG ĐẤT,,,,,,,,,,,,,
773,6100300752 - TOÀ ÁN NHÂN DÂN HUYỆN NGỌC HỒI,,,,,,,,,,,,,
774,6100641907 - TRƯỜNG TIỂU HỌC NGUYỄN BÁ NGỌC,,,,,,,,,,,,,
775,6100424878 - TRƯỜNG TRUNG HỌC CƠ SỞ BỜ Y,,,,,,,,,,,,,
776,6101140452 - CÔNG TY TNHH MỘT THÀNH VIÊN 732,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM.,6100190404 - CÔNG TY CỔ PHẦN IN & BAO BÌ KON TUM,KONTUM PRINTING AND PACKAGING JOINT STOCK COMPANY,6100190404,"Số nhà 41, Đường Trần Hưng Đạo, Phường Thống Nhất, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",Huỳnh Thị Kim Chi ( sinh năm 1971 - Quảng Nam) Ẩn thông tin,0603862557,2006-06-01,Cục Thuế Tỉnh Kon Tum,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,KON TUM P&P JSC
777,6100187306 - CÔNG TY TNHH MỘT THÀNH VIÊN LÂM NGHIỆP NGỌC HỒI,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN MISA.,0101243150 - CÔNG TY CỔ PHẦN MISA,MISA JOINT STOCK COMPANY,0101243150,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY
Ngoài ra LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN MISA TẠI THÀNH PHỐ BUÔN MA THUỘT TỈNH ĐẮK LẮK
CÔNG TY CỔ PHẦN MISA
MISA - KIỂM THỬ HĐĐT KHÔNG MÃ
MISA - KIỂM THỬ HĐĐT CÓ MÃ",Bị ẩn theo yêu cầu người dùng,2002-04-22,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,MISA JSC
