,Công ty 1,Thông tin hoá đơn,Công ty 2,Tên quốc tế,Mã số thuế,Địa chỉ,Người đại diện,Điện thoại,Ngày hoạt động,Quản lý bởi,Loại hình DN,Tình trạng,Ngành nghề kinh doanh,Tên viết tắt
1425,0400398699 - CÔNG TY TNHH CƠ NHIỆT ĐIỆN LẠNH BÁCH KHOA MIỀN TRUNG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH IN ẤN - QUẢNG CÁO VÀ THƯƠNG MẠI THÀNH TÍN.,0400364178 - CÔNG TY TNHH IN ẤN - QUẢNG CÁO VÀ THƯƠNG MẠI THÀNH TÍN,THANH TIN PRINTING ADVERTISING AND TRADING COMPANY LIMITED,0400364178,"12 Nguyễn Phi Khanh, Phường Thạc Gián, Quận Thanh Khê, Thành phố Đà Nẵng, Việt Nam",TRẦN VĂN CHÂU ( sinh năm 1970 - Đà Nẵng) Ẩn thông tin,02363871567-3871679,2000-03-16,Cục Thuế TP Đà Nẵng,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),In ấn,
1426,0400458387 - CÔNG TY TRÁCH NHIỆM HỮU HẠN 666,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY TNHH IN KIẾN.VN.,0400491306 - CÔNG TY TNHH IN KIẾN.VN,KIEN.VN PRINTING COMPANY LIMITED,0400491306,"08 Ngô Gia Tự, Phường Thạch Thang, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam","NGUYỄN HÒA
Ngoài ra NGUYỄN HÒA còn đại diện các doanh nghiệp:
XƯỞNG IN - CÔNG TY TNHH IN KIẾN.VN",02363 501 112,2005-05-24,Cục Thuế TP Đà Nẵng,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Quảng cáo,
1427,0400124930 - CÔNG TY TNHH THƯƠNG MẠI VÀ GIAO NHẬN QUỐC TẾ ĐÀ NẴNG,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của CÔNG TY CỔ PHẦN MISA.,0101243150 - CÔNG TY CỔ PHẦN MISA,MISA JOINT STOCK COMPANY,0101243150,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY
Ngoài ra LỮ THÀNH LONGLỮ HỒNG CHƯƠNGĐINH THỊ THÚY còn đại diện các doanh nghiệp:
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN MISA TẠI THÀNH PHỐ BUÔN MA THUỘT TỈNH ĐẮK LẮK
CÔNG TY CỔ PHẦN MISA
MISA - KIỂM THỬ HĐĐT KHÔNG MÃ
MISA - KIỂM THỬ HĐĐT CÓ MÃ",Bị ẩn theo yêu cầu người dùng,2002-04-22,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Lập trình máy vi tính,MISA JSC
1428,"0400101299-007 - XÍ NGHIỆP LƯƠNG THỰC, THỰC PHẨM AN TOÀN",,,,,,,,,,,,,
1429,3300358137 - CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU ANH MINH,,,,,,,,,,,,,
1430,3300370399 - CÔNG TY TNHH DU LỊCH VÀ THƯƠNG MẠI KHANG NGUYÊN,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VÀ DỊCH VỤ THỪA THIÊN HUẾ.,3300101318 - CÔNG TY CỔ PHẦN IN VÀ DỊCH VỤ THỪA THIÊN HUẾ,,3300101318,"57 Bà Triệu, Phường Xuân Phú, Thành phố Huế, Tỉnh Thừa Thiên Huế, Việt Nam",Nguyễn Thị Lành,3823790,2005-02-24,Cục Thuế Tỉnh TT-Huế,,,In ấn,TTHP
1431,3300326600 - DOANH NGHIỆP TƯ NHÂN PHƯƠNG ĐÔNG,,,,,,,,,,,,,
1432,3300372910 - CÔNG TY TNHH TM - DV LONG VŨ,,,,,,,,,,,,,
1433,3300384641 - CÔNG TY CỔ PHẦN VẬT LIỆU XÂY DỰNG HUẾ,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VÀ DỊCH VỤ THỪA THIÊN HUẾ.,3300101318 - CÔNG TY CỔ PHẦN IN VÀ DỊCH VỤ THỪA THIÊN HUẾ,,3300101318,"57 Bà Triệu, Phường Xuân Phú, Thành phố Huế, Tỉnh Thừa Thiên Huế, Việt Nam",Nguyễn Thị Lành,3823790,2005-02-24,Cục Thuế Tỉnh TT-Huế,,,In ấn,TTHP
1434,3300370293 - CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI DỊCH VỤ LÊ CƯỜNG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN THUẬN PHÁT.,3300372452 - CÔNG TY CỔ PHẦN IN THUẬN PHÁT,THUAN PHAT PRINTING JOINT STOCK COMPANY,3300372452,"15 Trần Cao Vân, Phường Vĩnh Ninh, Thành phố Huế, Tỉnh Thừa Thiên Huế, Việt Nam","TRẦN CÔNG QUỐC
Ngoài ra TRẦN CÔNG QUỐC còn đại diện các doanh nghiệp:
CÔNG TY CỔ PHẦN IN THUẬN PHÁT
XƯỞNG THÀNH PHẨM SAU IN CÔNG TY CỔ PHẦN IN THUẬN PHÁT
XƯỞNG SẢN XUẤT CÔNG TY CỔ PHẦN IN THUẬN PHÁT
CÔNG TY TNHH N&Q BẢO TÍN SILITEK",02343885789,2005-04-08,Cục Thuế Tỉnh TT-Huế,,,In ấn,
1435,3300333936 - CÔNG TY CỔ PHẦN DỊCH VỤ DU LỊCH HUẾ,,,,,,,,,,,,,
1436,0301860552-006 - CHI NHÁNH CÔNG TY CỔ PHẦN VĂN HOÁ PHƯƠNG NAM HUẾ,Doanh nghiệp đang sử dụng HOÁ ĐƠN TỰ IN.,,,,,,,,,,,,
1437,3300383045 - CÔNG TY TNHH LỮ HÀNH HƯƠNG GIANG,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH).,0106869738 - TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH),VNPT VINAPHONE CORPORATION,0106869738,"Tòa nhà VNPT, số 57 phố Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam","NGUYỄN TRƯỜNG GIANG
Ngoài ra NGUYỄN TRƯỜNG GIANG còn đại diện các doanh nghiệp:
TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG",84 - 2433992288,2015-06-11,Cục thuế Doanh nghiệp lớn,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Bán buôn thiết bị và linh kiện điện tử, viễn thông",VNPT - VINAPHONE
1438,1100592721 - CÔNG TY TNHH KHOA KỸ SINH VẬT THĂNG LONG,Doanh nghiệp sử dụng HOÁ ĐƠN ĐIỆN TỬ của TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH).,0106869738 - TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH),VNPT VINAPHONE CORPORATION,0106869738,"Tòa nhà VNPT, số 57 phố Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam","NGUYỄN TRƯỜNG GIANG
Ngoài ra NGUYỄN TRƯỜNG GIANG còn đại diện các doanh nghiệp:
TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG",84 - 2433992288,2015-06-11,Cục thuế Doanh nghiệp lớn,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Bán buôn thiết bị và linh kiện điện tử, viễn thông",VNPT - VINAPHONE
1439,3300353668 - DNTN VINH SƯƠNG,,,,,,,,,,,,,
1440,0100112846 - CÔNG TY TNHH KINDEN VIỆT NAM,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của .,Không xác định,,,,,,,,,,,
1441,3300366522 - CÔNG TY TRÁCH NHIỆM HỮU HẠN SẢN XUẤT VÀ THƯƠNG MẠI PHÚC HƯNG,Doanh nghiệp sử dụng HOÁ ĐƠN GIẤY của CÔNG TY CỔ PHẦN IN VÀ DỊCH VỤ THỪA THIÊN HUẾ.,3300101318 - CÔNG TY CỔ PHẦN IN VÀ DỊCH VỤ THỪA THIÊN HUẾ,,3300101318,"57 Bà Triệu, Phường Xuân Phú, Thành phố Huế, Tỉnh Thừa Thiên Huế, Việt Nam",Nguyễn Thị Lành,3823790,2005-02-24,Cục Thuế Tỉnh TT-Huế,,,In ấn,TTHP
1442,3300348234 - CÔNG TY TNHH MÁY TÍNH THẾ LONG,,,,,,,,,,,,,
1443,3301218887 - DOANH NGHIỆP TƯ NHÂN VĂN SƠN,,,,,,,,,,,,,
