STT,Tên HO,Ngành nghề,Địa chỉ HO,MST,TTP,MCK,url
431,TẬP ĐOÀN GELEXIMCO - CTCP,,36 Hoàng Cầu - Quận Đống Đa - TP. Hà Nội,0100514947,Hà Nội,,
432,TỔNG CÔNG TY 319,,Số 63 Lê Văn Lương - Phường Trung Hòa - Quận Cầu Giấy - TP. Hà Nội,0100108984,Hà Nội,,
433,TỔNG CÔNG TY 36,,141 Hồ Đắc Di-Phường Nam Đồng- Quận Đống Đa-TP. Hà Nội,0105454762,Hà Nội,G36,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=G36
434,TỔNG CÔNG TY BẢO HIỂM BẢO VIỆT,,"Số 07 Phố Lý Thường Kiệt, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Thành phố Hà nội",0101527385,Hà Nội,,
435,TỔNG CÔNG TY BẢO VIỆT NHÂN THỌ,,Tầng 37-Tòa nhà Keangnam-Đường Phạm Hùng-TP. Hà Nội,0102641429,Hà Nội,,
436,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,,Số 5 Phạm Hùng - Phường Mỹ Đình 2 - Quận Nam Từ Liêm - TP. Hà Nội,0102595740,Hà Nội,,
437,TỔNG CÔNG TY CỔ PHẦN BẢO HIỂM SÀI GÒN - HÀ NỘI,,Số 86 Bà Triệu - Phường Hàng Bài - Quận Hoàn Kiếm - TP. Hà Nội,0103085460,Hà Nội,,
438,TỔNG CÔNG TY CP BẢO HIỂM HÀNG KHÔNG,,"Tầng 15, Tòa nhà Geleximco, số 36, Hoàng Cầu, Quận Đống Đa, Thành Phố Hà Nội",0102737963,Hà Nội,,
439,TỔNG CÔNG TY CP BIA - RƯỢU - NƯỚC GIẢI KHÁT HÀ NỘI,,"Số 183, Phố, Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",0101376672,Hà Nội,BHN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=BHN
440,Công ty TNHH Vietnam Beverage,,"Phòng 502A, tầng 5, tòa nhà HCO Building, 44B Lý Thường Kiệt, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",0108014953,Hà Nội,,
441,TỔNG CÔNG TY CP XUẤT NHẬP KHẨU VÀ XÂY DỰNG VIỆT NAM,,Tòa nhà Vinaconex - 34 Láng Hạ - Quận Đống Đa - TP. Hà Nội,0100105616,Hà Nội,VCG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VCG
442,TỔNG CÔNG TY ĐỨC GIANG - CTCP,,59 Đức Giang - Long Biên - Phường Đức Giang - Quận Long Biên - TP. Hà Nội,0100101403,Hà Nội,MGG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MGG
443,TỔNG CÔNG TY DƯỢC VIỆT NAM - CTCP,,"Số 12 Ngô Tất Tố, Phường Văn Miếu, Quận Đống Đa, Thành Phố Hà Nội",0100109385,Hà Nội,DVN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DVN
444,TỔNG CÔNG TY HÓA CHẤT VÀ DỊCH VỤ DẦU KHÍ - CTCP,,Tầng 6 & 7 - Tòa nhà Viện Dầu khí - số 173 - Trung Kính - Phường Yên Hòa - Quận Cầu Giấy - TP. Hà Nội,0100150873,Hà Nội,PVC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PVC
445,Tổng Công Ty Lắp Máy Việt Nam - Ctcp,,124 Minh Khai-Phường Minh Khai-Quận Hai Bà Trưng-TP. Hà Nội,0100106313,Hà Nội,LLM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=LLM
446,TỔNG CÔNG TY LICOGI- CTCP,,"Nhà G1, Phường Thanh Xuân Nam, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",0100106440,Hà Nội,LIC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=LIC
447,TỔNG CÔNG TY MAY 10 - CTCP,,765A Nguyễn Văn Linh - Phường Sài Đồng - Quận Long Biên - TP. Hà Nội,0100101308,Hà Nội,M10,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=M10
448,TỔNG CÔNG TY MÁY ĐỘNG LỰC VÀ MÁY NÔNG NGHIỆP VIỆT NAM - CTCP,,"Lô D, Khu D1 - Phường Phú Thượng - Quận Tây Hồ - TP. Hà Nội",0100103866,Hà Nội,VEA,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VEA
449,TỔNG CÔNG TY THIẾT BỊ ĐIỆN ĐÔNG ANH - CTCP,,Số 189 Đường Lâm Tiên-Thị trấn Đông Anh-Huyện Đông Anh-TP. Hà Nội,0100101322,Hà Nội,TBD,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TBD
450,TỔNG CÔNG TY THƯƠNG MẠI HÀ NỘI - CTCP,,38-40 Lê Thái Tổ - Phường Hàng Trống - Quận Hoàn Kiếm - TP. Hà Nội,0100101273,Hà Nội,HTM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HTM
451,TỔNG CÔNG TY VẬN TẢI HÀ NỘI,,5 Lê Thánh Tông - Phường Phan Chu Trinh - Quận Hoàn Kiếm - TP. Hà Nội,0101148154,Hà Nội,,
452,TỔNG CÔNG TY VẬT TƯ NÔNG NGHIỆP,,164 Trần Quang Khải - Phường Lý Thái Tổ - Quận Hoàn Kiếm - TP. Hà Nội,0100104468,Hà Nội,,
453,CTCP Hạ tầng GELEX,,"Tòa nhà GELEX, số 52 Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",0107652657,Hà Nội,,
454,TỔNG CÔNG TY XÂY DỰNG HÀ NỘI,,"Số 57 Quang Trung, Nguyễn Du-Phường Nguyễn Du-Quận Hai Bà Trưng-TP. Hà Nội",0100106338,Hà Nội,HAN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HAN
455,TỔNG CTCP THƯƠNG MẠI XÂY DỰNG,,201 Minh Khai-Phường Minh Khai- Quận Hai Bà Trưng-TP. Hà Nội,0100203476,Hà Nội,,
456,TỔNG CÔNG TY HÀNG HẢI VIỆT NAM - CTCP,,"Tòa nhà Ocean Park, Số1 Đào Duy Anh - Phường Phương Mai - Quận Đống Đa - TP. Hà Nội",0100104595,Hà Nội,MVN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MVN
457,Tập đoàn Dầu khí Việt Nam,,18 Láng Hạ - Phường Thành Công - Quận Ba Ðình - TP. Hà Nôi,0100681592,Hà Nội,,
458,TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,,"57, Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",0100684378,Hà Nội,,
459,Công ty Cổ phần Nhựa An Phát Xanh,,"Lô CN 11-CN 12, Cụm Công nghiệp An Đồng - Thị trấn Nam Sách - Huyện Nam Sách - Tỉnh Hải Dương",0800373586,Hải Dương,AAA,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=AAA
460,CÔNG TY CP B.C.H,,Km 77+500 - Xã Kim Liên - Huyện Kim Thành - Tỉnh Hải Dương,0800286887,Hải Dương,,
461,CÔNG TY CP LUYỆN KIM TÂN NGUYÊN HẢI DƯƠNG VIỆT NAM,,Khu 2 - Phường Phú Thứ - Thị xã Kinh Môn - Tỉnh Hải Dương,0800740412,Hải Dương,,
462,CÔNG TY CP ỐNG THÉP THUẬN PHÁT,,Khu phố Quán Gỏi - Xã Vĩnh Hưng - Huyện Bình Giang - Tỉnh Hải Dương,0800902222,Hải Dương,,
463,CÔNG TY CP TẬP ĐOÀN AN PHÁT HOLDINGS,,"Lô CN11+CN12, cụm CN An Đồng - Thị trấn Nam Sách - Huyện Nam Sách - Tỉnh Hải Dương",0801210129,Hải Dương,APH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=APH
464,CÔNG TY TNHH MTV XI MĂNG VICEM HOÀNG THẠCH,,Khu Bích Nhôi 2 - Phường Minh Tân - Thị xã Kinh Môn - Tỉnh Hải Dương,0800004797,Hải Dương,,
465,CÔNG TY CP CƠ KHÍ XÂY DỰNG AMECC,,Km 35-Quốc lộ 10-Xã Quốc Tuấn-Huyện An Lão-Hải Phòng,0200786983,Hải Phòng,AMS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=AMS
466,CÔNG TY CP CÔNG NGHIỆP NHỰA PHÚ LÂM,,Km 9 Đường Phạm Văn Đồng - Phường Hải Thành - Quận Dương Kinh - TP. Hải Phòng,0200109445,Hải Phòng,,
467,CÔNG TY CP ĐẦU TƯ DỊCH VỤ TÀI CHÍNH HOÀNG HUY,,116 Nguyễn Đức Cảnh - Phường Cát Dài - Quận Lê Chân - TP. Hải Phòng,0200117929,Hải Phòng,TCH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TCH
468,CÔNG TY CP ĐẦU TƯ THƯƠNG MẠI XNK VIỆT PHÁT,,97 Bạch Đằng-Phường Hạ Lý- Quận Hồng Bàng-TP. Hải Phòng,0200826844,Hải Phòng,VPG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VPG
469,CÔNG TY CP NHẬT TIẾN,,Số 145 Đường 351-Xã Nam Sơn-Huyện An Dương-TP. Hải Phòng,0200919993,Hải Phòng,,
470,CÔNG TY CP NHỰA THIẾU NIÊN TIỀN PHONG,,Số 2 An Đà - Phường Lạch Tray - Quận Ngô Quyền - TP. Hải Phòng,0200167782,Hải Phòng,NTP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=NTP
471,CÔNG TY CP NỘI THẤT 190,,Km 89 Quốc lộ 5 mới - Thôn Mỹ Chanh - Xã Nam Sơn - Huyện An Dương - TP. Hải Phòng,0200656938,Hải Phòng,,
472,CÔNG TY CP SẢN XUẤT VÀ CÔNG NGHỆ NHỰA PHA LÊ,,"Lô Đất CN4.3 KCN MP Đình Vũ, Khu Kinh tế Đình Vũ-Cát Hải - Phường Đông Hải 2 - Quận Hải An - TP. Hải Phòng",0103018538,Hải Phòng,PLP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PLP
473,CÔNG TY CP SƠN HẢI PHÒNG,,Số 12 Lạch Tray - Phường Lạch Tray - Quận Ngô Quyền - TP. Hải Phòng,0200575580,Hải Phòng,,
474,CÔNG TY CP TẬP ĐOÀN TRANG KHANH,,Số 197 lô 22 đường Lê Hồng Phong-Phường Đông Khê-Quận Ngô Quyền-TP. Hải Phòng,0201725327,Hải Phòng,,
475,CÔNG TY CP VẬN TẢI 1 TRACO,,Số 271 Lê Thánh Tông - Phường Máy Chai - Quận Ngô Quyền - TP. Hải Phòng,0200380768,Hải Phòng,TR1,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TR1
476,CÔNG TY LIÊN DOANH SẢN XUẤT THÉP VINAUSTEEL,,Km 9 Vật Cách - Phường Quán Toan - Quận Hồng Bàng - TP. Hải Phòng,0200108811,Hải Phòng,,
477,CÔNG TY SẢN XUẤT THÉP ÚC SSE,,Km 9 Vật Cách - Phường Quán Toan - Quận Hồng Bàng - TP. Hải Phòng,0200373471,Hải Phòng,,
478,CÔNG TY TNHH BÊ TÔNG VÀ XÂY DỰNG MINH ĐỨC,,TT. Minh Đức - Huyện Thuỷ Nguyên - TP. Hải Phòng,0200611969,Hải Phòng,,
479,TỔNG CÔNG TY XÂY DỰNG BẠCH ĐẰNG,,268 Trần Nguyên Hãn - Phường Cát Dài - Quận Lê Chân - TP. Hải Phòng,0200157840,Hải Phòng,,
480,CÔNG TY CP THÉP VÀ THƯƠNG MẠI HÀ NỘI,,Xóm Cố Thổ-Xã Hòa Sơn-Huyện Lương Sơn-Hòa Bình,5400363141,Hòa Bình,,
481,CÔNG TY CP ABC VIỆT NAM,,Thôn Khả Duy - Xã Đoàn Đào - Huyện Phù Cừ - Tỉnh Hưng Yên,0900254448,Hưng Yên,,
482,CÔNG TY CP ĐÔNG GIANG,,KCN Phố Nối A-Xã Trưng Trắc- Huyện Văn Lâm-Tỉnh Hưng Yên,0900220897,Hưng Yên,,
483,CÔNG TY CP NHỰA HƯNG YÊN,,115 Nguyễn Thiện Thuật - Phường Minh Khai - TP. Hưng Yên - Tỉnh Hưng Yên,0900108380,Hưng Yên,,
484,CÔNG TY CP ỐNG ĐỒNG TOÀN PHÁT,,"Đường 206, Khu D, KCN Phố Nối A - Xã Lạc Hồng - Huyện Văn Lâm - Tỉnh Hưng Yên",0900246768,Hưng Yên,,
485,CÔNG TY CP TẬP ĐOÀN ECOPARK,,KĐT thương mại và du lịch Văn Giang - Xã Xuân Quan - Huyện Văn Giang - Tỉnh Hưng Yên,0101395308,Hưng Yên,,
486,CÔNG TY CP TẬP ĐOÀN HÒA PHÁT,,KCN Phố Nối A - Xã Giai Phạm - Huyện Yên Mỹ - Tỉnh Hưng Yên,0900189284,Hưng Yên,HPG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HPG
487,CÔNG TY CP THUẬN ĐỨC,,Thôn Bằng Ngang - Thị trấn Lương Bằng - Huyện Kim Động - Tỉnh Hưng Yên,0900264799,Hưng Yên,TDP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TDP
488,CÔNG TY TNHH KẾT CẤU THÉP 568,,"Km33, Quốc lộ 5A - Xã Minh Đức - Huyện Mỹ Hào - Tỉnh Hưng Yên",0900273306,Hưng Yên,,
489,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI MINH NGỌC,,Khu D - KCN Phố Nối A - Xã Lạc Hồng - Huyện Văn Lâm - Tỉnh Hưng Yên,0900237146,Hưng Yên,,
490,CÔNG TY TNHH THÉP NHẬT QUANG,,KCN Phố Nối A-Xã Lạc Đạo-Huyện Văn Lâm-Tỉnh Hưng Yên,0900234699,Hưng Yên,,
491,CÔNG TY TNHH THIẾT BỊ ĐIỆN LIOA,,Đình Dù-Xã Đình Dù-Huyện Văn Lâm-Tỉnh Hưng Yên,0900246535,Hưng Yên,,
492,CÔNG TY TNHH THƯƠNG MẠI VÀ CÔNG NGHIỆP MỸ VIỆT,,Thôn Ngọc-Xã Lạc Đạo-Huyện Văn Lâm-Tỉnh Hưng Yên,0900239753,Hưng Yên,,
493,CÔNG TY TNHH XE ĐIỆN XE MÁY DETECH,,KCN Phố Nối-Xã Dị Sử-Huyện Mỹ Hào-Tỉnh Hưng Yên,0900189171,Hưng Yên,,
494,CÔNG TY CP ĐẦU TƯ VCN,,"Tòa nhà VCN, đường A1, KĐT Vĩnh Điềm Trung - TP. Nha Trang - Tỉnh Khánh Hòa",4200644489,Khánh Hòa,,
495,CÔNG TY CP DỊCH VỤ NÔNG NGHIỆP BÌNH THUẬN,,Số 3 Nguyễn Du. - Phường Đức Thắng - TP. Phan Thiết - Tỉnh Khánh Hòa,3400382278,Khánh Hòa,ABS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ABS
496,Taisho Pharmaceutical,,"Quốc lộ 1A, Xã Suối Hiệp, Huyện Diên Khánh, Tỉnh Khánh Hòa, Việt Nam",4200381102,Khánh Hòa,,
497,CÔNG TY CP MASCOPEX,,Số 38B Nguyễn Biểu - Phường Vĩnh Hải - TP. Nha Trang - Tỉnh Khánh Hòa,4200236666,Khánh Hòa,,
498,CÔNG TY TNHH CÁ NGỪ VIỆT NAM,,Lô A4-A8 Khu công nghiệp Suối Dầu - Xã Suối Tân - Huyện Cam Lâm - Tỉnh Khánh Hòa,4201620427,Khánh Hòa,,
499,CÔNG TY TNHH NHÀ NƯỚC MTV YẾN SÀO KHÁNH HÒA,,248 Thống Nhất - Phường Phương Sơn - TP. Nha Trang - Tỉnh Khánh Hòa,4200338918,Khánh Hòa,,
500,CÔNG TY TNHH THƯƠNG MẠI KHATOCO,,Số 7 Võ Thị Sáu - Phường Vĩnh Nguyên - TP. Nha Trang - Tỉnh Khánh Hoà,4200485207,Khánh Hòa,,
501,TỔNG CÔNG TY KHÁNH VIỆT,,118 Hùng Vương - Phường Lộc Thọ - TP. Nha Trang - Tỉnh Khánh Hoà,4200486169,Khánh Hòa,,
502,CÔNG TY CP TẬP ĐOÀN ĐỨC TƯỜNG,,"Số 59 đường Nguyễn Văn Cừ, Khu phố 3 - Thị trấn An Thới - Huyện Phú Quốc - Tỉnh Kiên Giang",1701884951,Kiên Giang,,
503,CÔNG TY CP TẬP ĐOÀN TƯ VẤN ĐẦU TƯ XÂY DỰNG KIÊN GIANG,,34 Trần Phú - Phường Vĩnh Thanh - TP. Rạch Giá - Tỉnh Kiên Giang,1700113586,Kiên Giang,CKG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CKG
504,CÔNG TY CP THƯƠNG MẠI KIÊN GIANG,,190 Trần Phú - Phường Vĩnh Thanh Vân - TP. Rạch Giá - Tỉnh Kiên Giang,1700523208,Kiên Giang,KTC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KTC
505,NGÂN HÀNG TMCP KIÊN LONG,,40-42-44 Phạm Hồng Thái - Phường Vĩnh Thanh Vân - TP. Rạch Giá - Tỉnh Kiên Giang,1700197787,Kiên Giang,KLB,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KLB
506,CÔNG TY TNHH MTV APATIT VIỆT NAM,,Phường Pom Hán - TP. Lào Cai - Tỉnh Lào Cai,5300100276,Lào Cai,,
507,CÔNG TY CP ĐỒNG TÂM,,Số 7 - Khu Phố 6 - Thị trấn Bến Lức - Huyện Bến Lức - Tỉnh Long An,1100548578,Long An,,
508,CÔNG TY CP GREENFEED VIỆT NAM,,Xã Nhựt Chánh - Huyện Bến Lức - Tỉnh Long An,1100598642,Long An,,
509,CÔNG TY CP SẢN XUẤT THÉP VINA ONE,,Quốc lộ 1-Ấp Voi Lá-Xã Long Hiệp- Huyện Bến Lức-Tỉnh Long An,1100549268,Long An,,
510,CÔNG TY CP TẬP ĐOÀN HOÀNG LONG,,"Tòa nhà Hoàng Long, Số 68 Nguyễn Trung Trực - Khu phố 9 - Thị trấn Bến Lức - Huyện Bến Lức - Tỉnh Long An",1100414052,Long An,HLG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HLG
511,CÔNG TY CP TẬP ĐOÀN THÉP NGUYỄN MINH,,"Lộ D1-9 đến D1-22, KCN Vĩnh Lộc 2 - Xã Long Hiệp - Huyện Bến Lức - Tỉnh Long An",1101359647,Long An,,
512,CÔNG TY CP THÉP TOP PRO,,"Lô số 12, Cụm Công nghiệp Long Định-Long Cang - Xã Long Cang - Huyện Cần Đước - Tỉnh Long An",1100798176,Long An,,
513,CÔNG TY CP THÉP TVP,,Số 400 Quốc lộ 1A - Khu phố 9 - Thị trấn Bến Lức - Huyện Bến Lức - Tỉnh Long An,1100598716,Long An,,
514,CÔNG TY CP THIỆN PHÚ SĨ,,"Lô C, Đường D6, KCN Đức Hòa III - Việt Hóa - Xã Đức Lập Hạ - Huyện Đức Hoà - Tỉnh Long An",0303376241,Long An,,
515,CÔNG TY CP THỰC PHẨM AN LONG,,Cụm Cn Long Định - Long Cang - Xã Long Cang - Huyện Cần Đước - Tỉnh Long An,1100814572,Long An,,
516,CÔNG TY TNHH CJ VINA AGRI,,"Quốc lộ 1A, Xã Mỹ Yên, Huyện Bến Lức, Tỉnh Long An",1100439762,Long An,,
517,CÔNG TY TNHH LE LONG VIỆT NAM,,Số 40 Bà Chánh Thâu - Khu phố 2 - Thị trấn Bến Lức - Huyện Bến Lức - Tỉnh Long An,1100102656,Long An,,
518,CÔNG TY TNHH SẢN XUẤT TẬP ĐOÀN ĐẠI VIỆT,,"Lô F1 Đường số 10, Cụm công nghiệp Hải Sơn - Xã Đức Hòa Đông - Huyện Đức Hoà - Tỉnh Long An",1101928050,Long An,,
519,CÔNG TY CP DƯỢC PHẨM NAM HÀ,,415 Hàn Thuyên - Phường Vị Xuyên - TP. Nam Định - Tỉnh Nam Định,0600206147,Nam Định,,
520,CÔNG TY CP MAY SÔNG HỒNG,,Số 105 Đường Nguyễn Đức Thuận - Phường Thống Nhất - TP. Nam Định - Tỉnh Nam Định,0600333307,Nam Định,MSH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MSH
521,CÔNG TY CP TẬP ĐOÀN SEMEC,,Đại lộ V.I Lê Nin - Xã Nghi Phú - TP. Vinh - Tỉnh Nghệ An,2900608267,Nghệ An,,
522,CÔNG TY CP VILACONIC,,Xóm 2-Xã Nghi Phú- TP. Vinh-Tỉnh Nghệ An,2901274715,Nghệ An,,
523,NGÂN HÀNG TMCP BẮC Á,,117 Quang Trung - Phường Quang Trung - TP. Vinh - Tỉnh Nghệ An,2900325526,Nghệ An,BAB,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=BAB
524,CÔNG TY TNHH THÉP KYOEI VIỆT NAM,,"Tổ 4, Phường Nam Sơn, Thành phố Tam Điệp, Tỉnh Ninh Bình, Việt Nam",2700631318,Ninh Bình,,
525,CÔNG TY CP GIẤY VIỆT TRÌ,,Đường Sông Thao - Phường Bến Gót - TP. Việt Trì - Tỉnh Phú Thọ,2600107284,Phú Thọ,GVT,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GVT
526,CÔNG TY TNHH HẢI LINH,,Khu 2 - Xã Sông Lô - TP. Việt Trì - Tỉnh Phú Thọ,2600261303,Phú Thọ,,
527,CÔNG TY TNHH MIWON VIỆT NAM,,Phố Sông Thao - Phường Thọ Sơn - TP. Việt Trì - Tỉnh Phú Thọ,2600109933,Phú Thọ,,
528,CÔNG TY TNHH XÂY DỰNG TỰ LẬP,,Số 3010 đường Hùng Vương - Phường Vân Phú - TP. Việt Trì - Tỉnh Phú Thọ,2600251062,Phú Thọ,,
529,CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP TUẤN VIỆT,,Đường Thống Nhất-Tiểu Khu Diêm Thượng-Phường Đức Ninh Đông-TP. Đồng Hới-Tỉnh Quảng Bình,3100261120,Quảng Bình,,
530,CÔNG TY CP TUẤN ĐẠT,,KCN Trường Xuân - Phường Trường Xuân - TP. Tam Kỳ - Tỉnh Quảng Nam,4000378744,Quảng Nam,,
531,CÔNG TY TNHH CALOFIC,,KCN Cái Lân - Phường Bãi Cháy - TP. Hạ Long - Tỉnh Quảng Ninh,5700101362,Quảng Ninh,,
532,CÔNG TY TNHH ĐIỆN LỰC AES MÔNG DƯƠNG,,Khu 8 - Phường Mông Dương - TP. Cẩm Phả - Tỉnh Quảng Ninh,5701384498,Quảng Ninh,,
533,CÔNG TY TNHH SẢN XUẤT BỘT MỲ VIMAFLOUR,,KCN Cái Lân - Phường Giếng Đáy - TP. Hạ Long - Tỉnh Quảng Ninh,5700101210,Quảng Ninh,,
534,CÔNG TY TNHH TẬP ĐOÀN BIM,,Tầng 1 Tòa nhà Green Bay - Đường Hoàng Quốc Việt - Phường Hùng Thắng - TP. Hạ Long - Tỉnh Quảng Ninh,5701942544,Quảng Ninh,,
535,CÔNG TY TNHH TẬP ĐOÀN BIM - BIM GROUP,,Tầng 1 Tòa nhà Green Bay - Đường Hoàng Quốc Việt - Phường Hùng Thắng - TP. Hạ Long - Tỉnh Quảng Ninh,5700103433,Quảng Ninh,,
536,TỔNG CÔNG TY ĐÔNG BẮC,,Phường Hồng Hải - TP. Hạ Long - Tỉnh Quảng Ninh,5700101468,Quảng Ninh,,
537,CÔNG TY CP THỰC PHẨM SAO TA,,"Km 2132, Quốc lộ 1A - Phường 2 - TP. Sóc Trăng - Tỉnh Sóc Trăng",2200208753,Sóc Trăng,FMC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FMC
538,CÔNG TY CP THỦY SẢN SẠCH VIỆT NAM,,Lô F KCN An Nghiệp-Xã An Hiệp- Huyện Châu Thành-Tỉnh Sóc Trăng,2200325351,Sóc Trăng,,
539,CÔNG TY CP THỦY SẢN SÓC TRĂNG,,220 Quốc lộ 1A - Phường 7 - TP. Sóc Trăng - Tỉnh Sóc Trăng,2200108445,Sóc Trăng,,
540,CÔNG TY TNHH MTV XỔ SỐ KIẾN THIẾT SÓC TRĂNG,,16 Trần Hưng Đạo - Phường 2 - TP. Sóc Trăng - Tỉnh Sóc Trăng,2200108572,Sóc Trăng,,
541,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ THÀNH TÍN,,Số 383 Bạch Đằng - Phường 9 - TP. Sóc Trăng - Tỉnh Sóc Trăng,2200208834,Sóc Trăng,,
542,CÔNG TY CP GIỐNG BÒ SỮA MỘC CHÂU,,Thị Trấn Nông Trường Mộc Châu - Thị trấn NT Mộc Châu - Huyện Mộc Châu - Tỉnh Sơn La,5500154060,Sơn La,MCM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MCM
543,CÔNG TY CP HẢI ĐĂNG,,"Số 9 đường QH6, Đường Đặng Ngọc Chinh-KP. 5-Phường 3-TP. Tây Ninh-Tỉnh Tây Ninh",3900513521,Tây Ninh,,
544,CÔNG TY TNHH XUẤT NHẬP KHẨU - THƯƠNG MẠI - CÔNG NGHỆ - DỊCH VỤ HÙNG DUY,,"Số 250, đường Lý Thường Kiệt - Khu phố 4 - Phường Long Hoa - Thị xã Hòa Thành - Tỉnh Tây Ninh.",3900212443,Tây Ninh,,
545,CÔNG TY CP DAMSAN,,"Lô A4, đường Bùi Viện, KCN Nguyễn Đức Cảnh - Phường Trần Hưng Đạo - TP. Thái Bình - Tỉnh Thái Bình",1000389853,Thái Bình,ADS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ADS
546,CÔNG TY CP ĐẦU TƯ VÀ THƯƠNG MẠI TNG,,"Số 434/1, Đường Bắc Kạn - Phường Hoàng Văn Thụ - TP. Thái Nguyên - Tỉnh Thái Nguyên",4600305723,Thái Nguyên,TNG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TNG
547,CÔNG TY CP GANG THÉP THÁI NGUYÊN,,Tổ 21 - Phường Cam Giá - TP. Thái Nguyên - Tỉnh Thái Nguyên,4600100155,Thái Nguyên,TIS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=TIS
548,CÔNG TY CP THƯƠNG MẠI THÁI HƯNG,,Tổ 14 - Phường Gia Sàng - TP. Thái Nguyên - Tỉnh Thái Nguyên,4600310787,Thái Nguyên,,
549,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN,,KCN Yên Bình - Phường Đồng Tiến - Thị xã Phổ Yên - Tỉnh Thái Nguyên,4601124536,Thái Nguyên,,
550,CÔNG TY TNHH TRUNG THÀNH THÁI NGUYÊN,,Tổ 9 - Phường Trung Thành - TP. Thái Nguyên - Tỉnh Thái Nguyên,4600201989,Thái Nguyên,,
551,CÔNG TY CP CÔNG NÔNG NGHIỆP TIẾN NÔNG,,274b Bà Triệu - Phường Đông Thọ - TP. Thanh Hóa - Tỉnh Thanh Hóa,2800142141,Thanh Hóa,,
552,CÔNG TY CP MÍA ĐƯỜNG LAM SƠN,,Thị Trấn Lam Sơn-Huyện Thọ Xuân-Tỉnh Thanh Hóa,2800463346,Thanh Hóa,LSS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=LSS
553,CÔNG TY CP TẬP ĐOÀN VAS NGHI SƠN,,Khu liên hợp Gang thép Nghi Sơn - Khu kinh tế Nghi Sơn - Tỉnh Thanh Hóa,2801115888,Thanh Hóa,,
